Gene Name	Ensembl	GeneCards
G-15352		
G-9782		
G-58258		
EG12221		
GQT-1370		
HS04068	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000116906</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>GNPAT</a>
G-11858		
G-11847		
AT3G02090		
G-15301		
G-6081		
G-107895		
G-10332		
HS07712		
G-11818		
G-9094		
AT1G31190		
HMPREF1322_RS02410		
AT5G25980		
G-14499		
YMR083W		
G-12754		
EG10370		
G-63006		
G-15046		
G-15228		
BSU10530		
EG11569		
G-4661		
G-124140		
G-11050		
G-16087		
AT5G08335		
G-17879		
AT3G55030		
YPL231W		
G-43860		
AT1G78970		
EG11250		
G-27200		
G7350		
AT1G43670		
G-15153		
EG11020		
HS14578	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000155666</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>FLJ13798</a>
EG12401		
EG11883		
G-44262		
G-80918		
HP_RS00545		
G7707		
G-11713		
EG10633		
G-58348		
YIL124W		
G7107		
AT5G03300		
G-34630		
G-15495		
G-44441		
EG11866		
HP_RS00535		
HS07747	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000151576</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>FLJ12960</a>
G-17742		
G-44624		
G18NG-12677		
HS00031	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000198763</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>MTND2</a>
G-107560		
G-18025		
EG11157		
G-14721		
AT3G25585		
G1G01-5615		
HS01894	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000099381</a>	
HS01560		
G-9831		
YOL086C		
HS04139	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000117480</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>FAAH</a>
HS10520	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000172461</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>FUT9</a>
G-58193		
G-329		
HS01440	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000083444</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>PLOD</a>
G-12642		
SGL_RS09740		
G-17692		
G-124240		
EG10998		
G-14870		
G-58859		
G3O-31961		
AT4G02280		
CISZOG1		
G-3921		
G-81036		
G-124313		
G-10764		
G-63007		
G-17690		
G-43727		
AT2G29630		
G-214		
EG10607		
HS10616	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000173083</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>HPSE</a>
EG10219		
G-124312		
G-107525		
AT3G48720		
G-4481		
G-5221		
G-11112		
SGL_RS12450		
G-15072		
G-2681		
AT3G05970		
G-17635		
G-10978		
G-11245		
EG10885		
EG11624		
G-9673		
G7423		
G-8966		
G-5		
G-58806		
G-55028		
G-80765		
G-15343		
AT1G19670		
M007		
EG11383		
G3O-31243		
ATCG00080		
EG12059		
G18NG-10730		
G-14731		
G-10665		
EG11512		
EG10743		
G-44661		
BBSE		
G-81051		
G-107818		
G-9764		
SYNPCC7942_1594		
G-17816		
G185E-5524		
AT3G24090		
G-11255		
G-43998		
G3O-30709		
G-3884		
G6277		
G-58769		
HMPREF1322_RS06645		
EG10102		
G-107819		
G-10096		
G-107706		
G-3185		
HS02078	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000100416</a>	
G-15286		
G-11779		
EG10288		
HS00336	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000012779</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>ALOX5</a>
G185E-5668		
G-254		
G-44114		
G-11155		
HS00337	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000012817</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>SMCY</a>
HMPREF1322_RS06730		
G-11118		
G-81112		
G3O-32010		
G-107726		
G-12011		
AT4G16450		
HS01216		
G185E-5514		
G6117		
G-273		
G-9952		
SGL_RS13125		
G-10362		
G-107941		
HS04050	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000116761</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>CTH</a>
G3O-4113		
G6418		
G-10435		
EG11576		
G-7001		
G3O-31355		
G-43831		
EG10283		
SGL_RS17380		
G-10183		
G-12431		
G-44327		
G-81009		
G-15120		
HS09011	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000164100</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>NDST3</a>
HS04513	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000121691</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>CAT</a>
G-43730		
HS17721		
MGI:98325		
G-10998		
G6455		
G-10428		
G-80931		
G-9904		
G-11782		
HS07128		
G18C3-15		
G-809		
G-3771		
G-58294		
EG12211		
YOR171C		
G-107760		
EG12287		
G-266		
G-80803		
G-9194		
G-80746		
G-10856		
SGL_RS11240		
G-107847		
G-107832		
G-12404		
G-43905		
G-17922		
G-17820		
G6713		
HS01275		
G-34532		
HS07515	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000148335</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>AD-003</a>
G7058		
G-10199		
G-12314		
G-58753		
MGI:1099431		
G-6165		
G-8728		
G6449		
G-44190		
G-124263		
AT2G05830		
G-17919		
G-9978		
HS09641	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000167792</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>NDUFV1</a>
G-11556		
HS03712	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000113732</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>ATP6V0E</a>
G-55049		
G-15338		
G-10012		
G-1843		
EG11978		
G-12054		
AT5G15770		
AT1G55670		
G-17630		
HS08466	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000160209</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>PDXK</a>
G-80922		
G-9398		
G-44468		
EG10789		
G-11389		
G-27199		
SYNPCC7942_2010		
G-80990		
G-44007		
G185E-6745		
FY484_RS06480		
G-15092		
G-12235		
G-17669		
AT2G19070		
G-7761		
G-2245		
G-11495		
G-12787		
EG11829		
EG13139		
G-11874		
G-80744		
G6322		
G-44039		
EG12198		
G-14922		
AT5G63570		
G66-37872		
G-58150		
G-6181		
CHLREDRAFT_186531		
G-9775		
G-82		
G-16032		
AT4G20910		
AT1G58300		
G-17727		
AT3G63250		
G6717		
GIO2-1786		
EG10887		
G-27227		
EG12661		
G-11641		
G-17625		
G-44131		
G-15201		
AT3G08610		
HS05500	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000131187</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>F12</a>
G-9433		
G1G01-4396		
G-43787		
G-152		
G-4921		
G-10654		
HS06975		<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>DPYD</a>
G7627		
HP_RS07820		
HS00790	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000064012</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>CASP8</a>
G-17918		
AT1G50960		
AT1G79900		
G-107666		
G-11408		
G-124243		
EG10835		
G-107603		
G-346		
AT5G20830		
G0-10441		
AT3G21720		
G-14742		
G-15553		
G6237		
G-107854		
G-11529		
HS06616	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000139410</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>SDS-RS1</a>
EG30030		
AT1G74710		
G-80671		
G-17633		
G-14886		
EG11603		
G-12257		
G-12119		
G-9570		
G-2987		
G-107531		
CISZOG2		
G-34638		
EG11050		
G-44673		
G-9583		
G-9907		
G-124320		
AT3G51820		
G-12363		
G-15934		
HP0773		
EG10053		
EG11372		
G-17799		
G-15441		
AT4G39120		
G-44217		
G1I0R-1336		
AT1G05630		
G-107913		
EG12347		
EG10445		
HS09275		
G-14814		
EG10397		
G-80447		
EG10803		
G-1463		
EG10718		
REUT_A1587		
G-9641		
G-80778		
G-80522		
G-58869		
STM3719		
G-14825		
G-80401		
G6239		
AT2G30490		
G1G01-2973		
AT4G23100		
EG10210		
SM_B20959		
G-3106		
G12WB-2964		
G-12245		
G-107742		
G-11360		
G-44460		
HS07560	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000148795</a>	
EG11864		
AT4G27030		
HS01115	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000073756</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>PTGS2</a>
G-14651		
YGL203C		
YLR304C		
MGI:2444110		
G-81040		
YDL171C		
G-17758		
G-107948		
G-10529		
EG10664		
G1G01-4458		
G-487		
SYNPCC7942_0893		
G-9440		
G-10929		
EG11896		
G7866		
G-54967		
G3O-31606		
G-44532		
G-44093		
G-27192		
G-5763		
G-11637		
YBR176W		
HP0327		
G-81145		
EG11237		
HP0089		
G-107875		
G-55301		
G-124336		
G-17718		
AT4G04610		
G-107744		
EG11384		
G-107613		
G-34627		
EG12077		
EG12284		
G1I0R-1994		
HS05432	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000130725</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>UBE2M</a>
G-124477		
G-15526		
G3O-270		
HS05844	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000134255</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>CEPT1</a>
G-12287		
EG11371		
WBDP		
HS10739	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000107987</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>AKR1C4</a>
BSU33530		
G-107910		
EG11608		
AT1G18640		
EG11850		
G-11595		
HS04474		
G-80633		
BSU35690		
G-10016		
CHLREDRAFT_147968		
EG12504		
G-44603		
HS10812	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000174607</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>UGT8</a>
G-141		
G-17617		
G-12369		
G-11493		
G-107653		
EG10391		
HS01799	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000094631</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>HDAC6</a>
BAB_RS20495		
G-9968		
BSU15530		
BAB_RS18525		
G-11234		
AT3G18030		
HS07129	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000143947</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>RPS27A</a>
G-107454		
HS03351		
EG11281		
G-18024		
G-12686		
G-80513		
AT1G68460		
G-80842		
G-9863		
G-10973		
AT1G12780		
G-27125		
G-3021		
EG10878		
G-124372		
HP_RS00355		
G-10011		
G-11579		
G-58801		
EG10908		
G-12071		
BP07_RS06335		
G-44216		
G-11798		
G-124144		
EG10157		
STM14_RS23775		
HS00120	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000004961</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>HCCS</a>
AT3G51240		
G6967		
G7428		
EG10534		
CYC2		
G-5301		
HS09654	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000167863</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>ATP5H</a>
G-17819		
G-5767		
G-3790		
G-12249		
G-535		
G-1543		
G-15418		
G-107905		
G-11572		
AT4G34650		
EG11330		
HS09586		
EG10747		
G-44557		
AT4G21990		
G-80663		
EG10616		
G-3202		
G-12320		
BSU34050		
G2DNV-43		
AT1G62430		
AT3G03630		
G-11675		
G185E-5853		
G-9970		
YBR002C		
ATCG00270		
EG11468		
G-10505		
G-2181		
G-15471		
G-8986		
AT5G11450		
G-217		
YDR481C		
G-11326		
EG10760		
HS11585	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000181192</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>KIAA1630</a>
G-107414		
G-12236		
G-81022		
G6280		
HS02107	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000100554</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>ATP6V1D</a>
G-80716		
G-15022		
G-107698		
SM_B20944		
YJL088W		
G-9961		
G-11017		
AT2G01180		
HS06046		
G-15065		
G7517		
AT5G17230		
G-80689		
G-44293		
G-44477		
GIO2-44		
G7675		
G-10236		
HS00041		
G6521		
G-5064		
G-81080		
G-107736		
G-34592		
AT1G70560		
CHRECP068		
AT3G30775		
G-400		
G-55296		
G-16016		
G-12008		
G7405		
YBL082C		
G-18028		
HP_RS02915		
G-12677		
G-11942		
BSU36370		
AT4G21280		
G-43861		
G-124358		
EG10119		
RHA1_RO08055		
G-11958		
HS00268	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000009830</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>POMT2</a>
EG10688		
G-652		
G18C3-43		
G-34547		
YAL023C		
EG11843		
AT5G43860		
G-10156		
G-10291		
G-124151		
HS06388	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000196954</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>CASP4</a>
G-43735		
G-17700		
SYNPCC7942_1979		
HS15970	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000171262</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>ENSG00000171262</a>
EG10328		
G-55132		
G-11333		
HS13992	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000143942</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>ENSG00000143942</a>
FY484_RS09260		
HMPREF1322_RS08880		
G-44760		
G36		
G-107429		
BSU06460		
EG10187		
EG50008		
HS06695	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000140284</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>SLC27A2</a>
HS01673	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000090054</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>SPTLC1</a>
G-14489		
G-44123		
G-12077		
YCR034W		
G-9192		
EG10333		
G7677		
G-80840		
G-10383		
G-43881		
G-124411		
G-11137		
G-11583		
G-11939		
EG10965		
G-44375		
G-34505		
AT4G25970		
G-44139		
G-14465		
SCO4637		
G-107623		
G-43882		
G1G01-5484		
AT1G17160		
G-107600		
EG10035		
G-10936		
G-43943		
G-80517		
G-14464		
G6393		
G7311		
G-17956		
G-11795		
G-12733		
G3O-32708		
EG10940		
AT1G65860		
EG10024		
G-9148		
G-15134		
G-14947		
G-10875		
G-58270		
G-11188		
G-17837		
AT5G55120		
G-513		
G-11307		
AT1G01480		
HS08788	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000163106</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>PGDS</a>
G-14621		
G-9525		
SPD_RS01755		
G-9508		
AT1G37130		
G-10938		
G-107578		
HS09892	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000169169</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>CPT1C</a>
EG10582		
G-17989		
G-262		
HS04990	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000126012</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>SMCX</a>
G-10487		
G6716		
G-14827		
G-63063		
G-44569		
G-43915		
AT5G62575		
G-80438		
G-3403		
G-105		
EG11887		
G-17611		
G6783		
G-148		
G-14962		
G-229		
G-15940		
G-14595		
G-124409		
AT4G21470		
G-14954		
EG10696		
G-34646		
G-5681		
G-12177		
BAB_RS28115		
G185E-7029		
G185E-6686		
G-34613		
EG12143		
HS00049		<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>SHMT2</a>
G-12107		
G-12140		
G-81028		
EG10240		
G-80427		
EG12666		
HS07252	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000145391</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>SET7</a>
FY484_RS01125		
G-58317		
G-3842		
G-109		
G-107943		
G-9716		
G-55008		
G-44102		
G-107562		
SP_RS01715		
HS01846		
G-12558		
G-34478		
G-58257		
G185E-7206		
G-12750		
EG12392		
G185E-7205		
AT4G25700		
G-15006		
G-124316		
EG10922		
G-14847		
SCO4636		
CHRECP029		
HS05071		
G-11148		
G-44552		
EG12657		
SGL_RS11885		
G-11507		
AT3G11170		
SYNPCC7942_0413		
G-107898		
EG11575		
G-43800		
G-15026		
G-11042		
G-9004		
G-11133		
EG10488		
G-11732		
EG10706		
G-9615		
G6518		
G2T-7811		
G-12678		
G185E-4681		
HS08089		<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>TMLHE</a>
G-43705		
G-9796		
G6416		
EG10064		
G-15003		
AT3G17820		
G-58280		
G-81179		
G-97		
G-256		
G-8621		
G-11551		
G-15232		
G-44727		
AT2G28880		
G-15317		
EG10436		
EG11040		
G-11439		
G-10585		
G-10866		
HS12255		
G-9555		
TX72_RS01040		
YLR299W		
G-12660		
HS03242	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000109610</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>SOD3</a>
G185E-5407		
G-124347		
EG10910		
G-107615		
HS09566		
HS01658	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000089597</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>G2AN</a>
G-9187		
G-34537		
G-219		
G7827		
G7856		
BSU04040		
G-107735		
G-44747		
EG10621		
EG11076		
G-9473		
G-44582		
G-44403		
CHLREDRAFT_184775		
AT1G23740		
G185E-7686		
G-44539		
AT4G32180		
G-12421		
G-58269		
G-15326		
G-10658		
AT4G26220		
G-17634		
G7426		
G-14854		
G-58268		
G-55054		
G-12153		
HS01185	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000075651</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>PLD1</a>
G7925		
EG11047		
G-11130		
G-80980		
EG12173		
G-80893		
G-44034		
G-63072		
G-15129		
G-12609		
G-14719		
G-124307		
G-2622		
G66-31756	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENST00000448438</a> // <a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENST00000329600</a>	
YEL058W		
G185E-7022		
G-43976		
BAB_RS19310		
EG10575		
EG10135		
G-11281		
G-58296		
HMPREF1322_RS03020		
G7706		
G-15395		
G-4561		
YBR038W		
G-6581		
EG11735		
G-14634		
GBAA_PXO2_0066		
G-10304		
G-10175		
G-43696		
SGL_RS06305		
EG11062		
HS03272	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000109956</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>B3GAT1</a>
G185E-6854		
G-58293		
G-107657		
G-124348		
EG11236		
EG10079		
HS06563	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000138796</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>HADHSC</a>
G-162		
G-10472		
HS06826	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000141429</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>GALNT1</a>
HS08007	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000154743</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>MGC2776</a>
EG11049		
EG10594		
G-500		
G-12080		
G-44170		
G3O-32762		
FY484_RS00965		
G-14703		
G-9095		
G-12548		
G-10901		
G-11098		
G-107422		
G3O-32097		
EG11881		
G-14939		
G-8606		
HS00083	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000002726</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>ABP1</a>
G-15498		
G-14998		
HS03696		
G-12712		
G-140		
EG10294		
G-124378		
G-86		
AT2G23250		
G-107543		
G-17826		
G-534		
G-43966		
BSU39510		
HS06945		
G-80608		
G-44132		
AT3G44860		
SYNPCC7942_1593		
G-15182		
EG12760		
G-55078		
G185E-7827		
G-58349		
HS04268		
AT5G38420		
G-10481		
G-44610		
EG10580		
G-80588		
SYNPCC7942_0668		
G-12297		
G-11152		
G-14484		
G-10391		
AT1G18590		
HS06545	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000138744</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>ASAHL</a>
G-114		
G-27216		
G-11691		
G-17803		
G-107844		
MGI:1261415		
G-11122		
G-6762		
G185E-7813		
YGL001C		
HS09255	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000165609</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>NUDT5</a>
HS10685		<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>ATP6V1G2</a>
G-44457		
BSU28720		
G1G01-4963		
EG10886		
G-80950		
HS04884	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000125430</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>HS3ST3B1</a>
G-81131		
G-6025		
G-58305		
AT1G27130		
G-14875		
G-54966		
G-5262		
G-107846		
