Gene Name	Ensembl	GeneCards
G185E-7213		
G-107790		
G-17704		
GMETA-14695		
G5000		
G-141		
G-14823		
G-186		
G-11027		
G-58754		
G-27217		
G-107900		
AT2G26670		
EG10078		
HS00768	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000062485</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>CS</a>
G-667		
G-80452		
G-402		
EG10075		
G-14954		
AT5G18170		
G-11169		
HS03602		
EG10081		
HS04597	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000122729</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>ACO1</a>
G-80714		
G-3301		
G-11509		
EG10076		
AT3G14390		
HS07322	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000146085</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>MUT</a>
G-43771		
G-12026		
EG10073		
ATCG00020		
G-44040		
G-80828		
G-15305		
EG10082		
G-11689		
G-10219		
HS08459	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000160194</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>NDUFV3</a>
G-81093		
EG10077		
G-8381		
G-44441		
G-12166		
HS14518	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000154316</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>C8orf12</a>
EG10074		
YGR169C		
G-9346		
G-44155		
G-124167		
EG11234		
G-1544		
G-107418		
G-10358		
G-16085		
EG11700		
G-44569		
G-12715		
G-9542		
G-531		
EG11332		
G-55061		
G-17972		
G-124270		
G-9922		
EG10219		
G-107527		
G-58255		
G185E-6687		
G-107776		
G6358		
G-17688		
GGPS1-C		
G-1322		
G-14800		
EG11265		
G-18089		
G-1101		
G-58737		
G-27202		
EG10661		
G-107885		
AT2G21045		
HS00619	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000049319</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>SRD5A2</a>
G-6405		
EG10051		
G-80434		
G-386		
G-14935		
AT5G13800		
EG20098		
G-11151		
HS03404	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000111335</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>OAS2</a>
HS04350		
G-80697		
EG11082		
G-325		
G-11493		
AT3G09820		
HS07168	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000144362</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>PHOSPHO2</a>
EG10422		
G-43755		
G-12008		
AT5G62530		
G-44024		
EG10032		
G-80811		
G-15289		
G-11643		
G-10198		
EG12030		
HS08311	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000158578</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>ALAS2</a>
G-81068		
G-814		
G-44425		
EG10414		
G-12144		
HS11391		<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>PRMT6</a>
YFL017C		
G-9309		
EG11701		
G-44139		
G-124152		
G-15424		
G-10731		
EG10965		
G-10342		
G-16067		
G-44551		
G-12691		
EG10225		
G-9519		
G-521		
G-124255		
G-17952		
EG11418		
G-107511		
G-9902		
G185E-5942		
G-58239		
EG10220		
G-17671		
G-107760		
G-12827		
G66-37885		
G85		
G-55047		
G-14781		
G-18073		
G-10994		
EG11326		
G-58354		
G-27186		
G-107869		
AT2G14750		
EG10790		
HS00452		
G-63079		
G-14908		
G-3771		
EG10137		
G-11133		
HS03310	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000110435</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>PDX1</a>
HS04188	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000118058</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>MLL</a>
G-80681		
EG20257		
G-315		
G-11472		
AT3G02870		
HS07046		
EG11090		
G-43738		
AT5G09640		
AT5G55250		
G-11989		
EG10650		
G-80795		
G-44008		
G-11604		
G-15269		
EG10039		
HS08124	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000156413</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>FUT6</a>
G-10175		
G-81171		
G-81051		
EG12302		
G-12120		
G-44410		
YDR074W		
HS11104	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000176920</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>FUT2</a>
EG10420		
G-44123		
G-9258		
G-15409		
G-12409		
EG11934		
G-10326		
G-10708		
G-44535		
G-16047		
EG10251		
G-9493		
G-12670		
G-124240		
G-514		
EG11539		
G-107496		
G-17931		
G185E-5362		
G-9877		
EG10810		
G-17657		
G-58215		
G-128		
G-107746		
EG10221		
G-55027		
G3O-33493		
G-18057		
G-14762		
EG10795		
G-58338		
G-10977		
G-107854		
G-27169		
EG10160		
HS00335		
AT1G80300		
G-14890		
G-63062		
EG11102		
G-11116		
G-3683		
HS04095	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000117118</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>SDHB</a>
HS03112	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000108479</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>GALK1</a>
EG10660		
G-305		
G-80665		
AT2G45970		
G-11454		
EG10048		
G-80401		
HS06848		
G-43721		
AT5G04900		
EG12381		
AT5G49740		
G-11964		
G-80779		
G-43992		
EG11045		
G-11586		
G-15249		
HS07908	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000213995</a>	
G-10158		
EG10421		
G-12097		
G-81036		
YBR006W		
G-44394		
EG10030		
G-44107		
HS10902	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000175264</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>CHST1</a>
G-15383		
G-9236		
EG10994		
G-103		
G-12394		
G-81158		
G-10681		
EG12270		
G-44515		
G-16023		
G-9463		
G-10642		
EG11667		
G-124226		
G-12654		
G-107481		
G-5		
EG10730		
G185E-4366		
G-17914		
G-17642		
G-9853		
EG11610		
G-12782		
G-58199		
G-55011		
G-107730		
EG10516		
G-18039		
G3O-32293		
G-58321		
G-14744		
EG11233		
G-107839		
G-10961		
HS00157	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000006007</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>MIR16</a>
G-27150		
EG10269		
G-14874		
AT1G78380		
G-11100		
G-63046		
G7345		
HS04006	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000116288</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>PARK7</a>
G-357		
G-2970		
HS02911	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000106462</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>EZH2</a>
EG11116		
AT2G39770		
G-80649		
G-7925		
G-11432		
EG10026		
G-43703		
HS06697	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000140287</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>HDC</a>
AT5G43860		
AT4G36810		
G6318		
G-80763		
G-11944		
G-11569		
G-43976		
EG10822		
HS07726	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000151348</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>EXT2</a>
G-15230		
G-12080		
G-10142		
EG11831		
SYNPCC7942_0476		
G-81020		
G-44091		
G-44376		
EG10732		
G-15358		
HS10685		<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>ATP6V1G2</a>
G-10279		
G-9206		
EG11614		
G-81142		
G-12378		
G-44490		
G-10663		
G7836		
G-9447		
G-16005		
G-124211		
G-10614		
EG11367		
G-107465		
G-12635		
G-17627		
G-482		
G7350		
G-12766		
G-17898		
G-54996		
G-9822		
EG11207		
G-18023		
G-58182		
G-9977		
G-107715		
EG10850		
G-58305		
G3O-14		
G-107822		
G-14719		
BSU27360		
HS00053		<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>UP</a>
G-10944		
G-14858		
G-27133		
EG12007		
G-11076		
AT1G72970		
G-29		
G-63031		
EG10733		
AT2G35020		
G-34646		
G-7202		
HS02710		
EG11617		
G-435		
G-80633		
AT5G38420		
G-11413		
EG10724		
G-80747		
HS06561	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000138794</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>CASP6</a>
G-11553		
AT4G34135		
EG10443		
HS07617	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000149485</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>FADS3</a>
G-11927		
G-12064		
G-43960		
EG11211		
STM2053		
G-15212		
G-44073		
G-10122		
EG10163		
G-15341		
G-81004		
G-10257		
G-44360		
EG10008		
G-81126		
HS10487	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000172318</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>B3GALT1</a>
G-44474		
G-9184		
EG10928		
G-9428		
G-12362		
G-124198		
G-15991		
EG11405		
G-107450		
G-10594		
G-1761		
G-12611		
G6462		
G-12748		
G-44757		
G-54980		
G-17881		
EG10012		
G-18006		
G-9806		
G-9957		
G-58159		
G3O-33688		
G-58289		
G-107696		
G-107806		
G1G01-2974		
MGI:1924876		
HS00021		
G-14687		
G-14840		
G-271		
BSU24270		
G-11048		
AT1G67740		
G-274		
G-63013		
YDR315C		
AT2G30490		
G-34630		
G-6981		
HS02508	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000103485</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>QPRT</a>
G3O-32893		
G-419		
G-80617		
AT5G26310		
G-11395		
HS17695	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000181555</a>	
HS03750	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000114268</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>PFKFB4</a>
HS06434	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000138018</a>	
G-80731		
AT4G29460		
BSU15910		
G-11535		
G-11900		
HS07494	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000148154</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>UGCG</a>
G-43944		
YDL095W		
G-12048		
G-15197		
G-44057		
G-10102		
G3O-32147		
G-15322		
G-80988		
G-10240		
G-44325		
HS16226	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000173566</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>FLJ22494</a>
G-81110		
HS10272	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000171234</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>UGT2B7</a>
G-44458		
G-9150		
BSU14520		
SCO5081		
G-12346		
G-9399		
G-15973		
YBR149W		
G-124183		
G-10574		
G-107435		
G-12592		
G3O-31576		
G-167		
G-44741		
G-12732		
G-17865		
HS15623	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000168004</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>HRLP5</a>
G-54962		
G-9778		
G-17992		
G-58143		
BSU11660		
G-9940		
G-107681		
G-58273		
G18NG-12678		
VC0773		
G-107791		
G-14663		
GQT-1370		
G-256		
G1G01-4964		
G-14824		
AT1G61120		
G-11028		
G-62997		
G3O-31		
G-27218		
G-34614		
AT2G26710		
G-10909		
HS14578	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000155666</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>FLJ13798</a>
G-668		
HS02282	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000101473</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>PTE1</a>
G-403		
G-80601		
BSU07980		
AT5G19040		
G-11379		
HS03606	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000112695</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>COX7A2</a>
HS06259	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000136997</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>MYC</a>
TX72_RS09970		
G-80715		
AT4G24620		
G-11510		
G-43927		
G1G01-4458		
HS07335	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000146233</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>CYP39A1</a>
G-15180		
G-12027		
G-10087		
G3O-30218		
G-44041		
G-80972		
G-15306		
G-44303		
HS13873	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000141349</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>LOC92579</a>
G-10220		
G-11884		
G-81094		
HS10030		
BP07_RS06340		
G-44442		
G-9119		
HS15341		
G-12320		
TX72_RS07525		
G-9347		
G-15954		
G-124168		
G-10549		
G1G01-4375		
G-107419		
G-12571		
G-16086		
G-44724		
G3O-29494		
G-12716		
G-17846		
G-534		
G-9759		
HS13433	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000132570</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>DCOHM</a>
G-17973		
G-58121		
G-9923		
G-107666		
BAB_RS27370		
G-58256		
G18NG-10091		
G-107777		
G-14642		
TX72_RS01685		
GI40-529		
G-2484		
G-14806		
AT1G51680		
G1G01-107		
G-11010		
G-6083		
G-27203		
G-34589		
G3O-28918		
AT2G21940		
G-10891		
G-6406		
HS02099	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000100504</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>PYGL</a>
HS12849	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000115593</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>ENSG00000115593</a>
G-3861		
G-80585		
AT5G13930		
G-11356		
BAB_RS21540		
HS03433	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000111640</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>GAPD</a>
HS06064	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000135778</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>MGC13186</a>
G-80699		
AT4G16760		
TX50_RS01585		
G-11494		
G-43911		
HS07174	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000144455</a>	
G-15161		
G185E-7827		
G-12009		
G-10070		
G-44025		
G-80956		
HS11979		<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>FLJ21080</a>
G-15290		
G-44287		
G-10199		
G-11863		
BAB_RS16660		
G-81069		
HS09847	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000168906</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>MAT2A</a>
G-44426		
G-9095		
SYNPCC7942_2117		
HS11411		
G-12301		
G-9311		
G-15937		
G185E-7238		
G-124153		
G-10529		
G-10732		
G-44707		
HP_RS07640		
G-16069		
G-17829		
G-12692		
G-9731		
AT5G59440		
G-522		
G-5703		
G-17953		
G-12549		
SYNPCC7942_1976		
G-9903		
G-107651		
G-58240		
G18C3-402		
G185E-6303		
G-107761		
G-14622		
G66-37887		
G-2402		
HP_RS05425		
G-14782		
AT1G32060		
G-10995		
G-5961		
AT5G36790		
G-27188		
G-34567		
AT2G14920		
G-10875		
SYNPCC7942_1322		
G-63080		
HS01980	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000100116</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>GCAT</a>
G-378		
G-80569		
G185E-5382		
HS03319		
G-11333		
G-80682		
HS05902	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000134716</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>CYP2J2</a>
HP_RS03115		
G-11473		
AT4G13260		
HS07047		
G-43894		
AT5G09660		
AT5G10480		
G-15145		
G-11991		
G-10054		
SYNPCC7942_1054		
G-44009		
G-80939		
G-15270		
G-44270		
G12WB-500		
G-10176		
G-11846		
G-81052		
HS09657	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000167900</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>TK1</a>
YPR160W		
G-44411		
G-9079		
HS11117	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000177000</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>MTHFR</a>
G-12286		
HP_RS01330		
G-9269		
G-1588		
G-1241		
G-10509		
AT4G26220		
G-10709		
G-44691		
G-16048		
G-17813		
SYNPCC7942_0579		
G-12671		
G-9711		
G-5147		
G-55299		
G-80432		
G-17932		
G-12533		
G-9879		
G-107636		
YOR221C		
G-58216		
G18C3-379		
G-107747		
G-14601		
HP_RS00200		
G3O-33500		
G-231		
G-14763		
AT1G20620		
AT4G13280		
G-10978		
G-58856		
G-27170		
G-34551		
SYNPCC7942_0326		
AT1G80330		
G-10853		
G-63063		
HS01810		
G-15453		
G-3684		
G-80553		
HS03116	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000108515</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>ENO3</a>
G-15059		
YOL058W		
G-80666		
G-11314		
G-11457		
HS05660	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000132600</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>FLJ10640</a>
HP0193		
HS06850		
AT4G01690		
AT5G05260		
G-43877		
AT3G53900		
G-11965		
G-15124		
G-43993		
G-10038		
STM3719		
G-15250		
G-80923		
G-10159		
G-44254		
FY484_RS11915		
G-81037		
G-11825		
G-44395		
HS09532	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000167261</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>LOC64174</a>
YMR297W		
HS10943	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000187197</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>HSD3B2</a>
G-9051		
G-9238		
G-12268		
HMPREF1322_RS06730		
G-12395		
G-15544		
G-10684		
G-10488		
AT3G23580		
G-16024		
G-44675		
G-10643		
G-17793		
STM2088		
G-12655		
G-9686		
G-500		
G-55183		
FY484_RS04125		
G-17915		
G-12513		
G-9854		
G-107621		
YMR008C		
G-58200		
G18C3-29		
G-107731		
G-14585		
HMPREF1322_RS02720		
G3O-32295		
G-227		
G-14745		
AT1G15710		
AT3G04870		
G-10962		
G-58840		
G-27151		
G-34535		
STM0647		
AT1G78390		
G-14582		
G-63047		
G-226		
EG11725		
G-358		
AT1G15080		
HS02928		
G-5883		
YLR304C		
G-80650		
G-34532		
G-11434		
G-1082		
HMPREF1322_RS00185		
HS06698	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000140297</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>GCNT3</a>
HS01604		<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>NQO1</a>
AT4G37000		
G-80532		
AT2G39930		
G-11945		
G-15034		
G-43977		
G-11267		
SM2011_RS25850		
G-15231		
HS05494	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000131143</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>COX4I1</a>
G-10143		
G-15097		
EG11157		
G-81021		
AT3G55440		
G-44377		
G-43858		
YLL041C		
HS10696		
G-10012		
G-9207		
G-80902		
GCQD-622		
G-12379		
G-44230		
G-10664		
G-11798		
AT2G22980		
G-16006		
HS09288	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000165806</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>CASP7</a>
G-10616		
G-9028		
SCO6264		
G-12636		
G-12248		
G-483		
G-15523		
CHRECP031		
G-17899		
G-10460		
G-9823		
G-44656		
YKL024C		
G-58183		
G-17771		
G-107716		
G-9655		
G6988		
G3O-154		
G-55159		
G-14721		
G-12486		
AT1G68890		
G-10945		
G-107604		
G-27134		
G18C3-11		
SCO5090		
AT1G73250		
G-14550		
G-63032		
G-220		
BSU38520		
G-34647		
AT1G08520		
HS02732	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000105398</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>SULT2A1</a>
G-58814		
YIR038C		
G-80634		
G-34515		
G-11414		
G-10802		
G66-33210	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000255154</a>	
HS06563	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000138796</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>HADHSC</a>
HS01416	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000082196</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>AMACR</a>
AT4G34138		
G-80515		
AT1G48030		
G-11928		
G-15017		
G-43961		
G-11247		
SCO2782		
G-15213		
HS05370	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000130313</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>PGLS</a>
G-10124		
G-15078		
BSU35740		
G-81005		
AT3G48520		
G-44361		
G-43842		
YHR204W		
HS10491	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000172331</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>BPGM</a>
ENSG00000096256		
G-9185		
G-80887		
G6577		
G-12363		
G-44213		
G-15992		
G-11779		
AT1G17160		
G-10596		
HS09136		
G-12612		
G-9007		
RHA1_RO10126		
G-44758		
G-12231		
G-17882		
YOR136W		
BSU35270		
G-9807		
G-15502		
G-58160		
G-10436		
YGR010W		
G-107697		
G-44634		
G1G01-2975		
G-17753		
G3O-34116		
G-14688		
G-9630		
G-27103		
G-55141		
AF_RS09685		
AT1G67830		
G-12466		
G-63014		
G-107589		
Q0045		
G-34631		
G185E-8089		
HS02509	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000103489</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>XYLT1</a>
G-14517		
BSU29330		
G-80618		
G-2082		
G-11397		
AT1G02500		
YER175C		
HS06436	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000138029</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>HADHB</a>
G-58799		
AT4G29740		
G-34498		
G3O-33556		
G-11901		
G-107941		
G-43945		
HS01211	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000076555</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>ACACB</a>
MGI:1861380		
G-15198		
G-80499		
G-10103		
G-15001		
BSU23130		
G-80989		
G-11226		
G-44326		
HS05235	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000128951</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>DUT</a>
YDR236C		
HS10284	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000171310</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>C4ST</a>
AT3G27240		
G-9152		
G-43821		
G3O-32796		
G-12347		
BSU35610		
G-15974		
G-80871		
HS17604		
G-10577		
G-44197		
G-12593		
G-11752		
BSU15550		
G-44742		
HS08983		<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>ADH1B</a>
G-17866		
G-8964		
YDL045C		
G-9781		
G-12212		
G-58144		
YMR170C		
G3O-32097		
